student_id,RegEventId,semester_credits,SGPA,CGPA_to_date
1274,10,26.00,6.42,6.42
1275,10,26.00,7.46,7.46
12756,589,26.00,7.65,7.65
12757,589,26.00,6.31,6.31
12758,589,26.00,5.38,5.38
12759,589,26.00,6.92,6.92
1276,10,26.00,5.00,5.00
12760,589,26.00,5.27,5.27
12761,589,26.00,7.08,7.08
12762,589,26.00,7.08,7.08
12763,589,26.00,7.04,7.04
12764,589,26.00,6.65,6.65
12765,589,26.00,6.15,6.15
12766,589,26.00,7.23,7.23
12767,589,26.00,7.15,7.15
12768,589,26.00,7.65,7.65
12769,589,26.00,6.27,6.27
1277,10,26.00,3.81,3.81
12770,589,26.00,8.04,8.04
12771,589,26.00,5.50,5.50
12772,589,26.00,7.31,7.31
12773,589,26.00,7.77,7.77
12774,589,26.00,7.15,7.15
12775,589,26.00,6.62,6.62
12776,589,26.00,4.81,4.81
12777,589,26.00,6.19,6.19
12778,589,26.00,6.46,6.46
12779,589,26.00,6.73,6.73
1278,10,26.00,6.38,6.38
12780,589,26.00,7.54,7.54
12781,589,26.00,6.31,6.31
12782,589,26.00,7.00,7.00
12783,589,26.00,6.69,6.69
12784,589,26.00,6.92,6.92
12785,589,26.00,6.19,6.19
12786,589,26.00,7.12,7.12
12787,589,26.00,6.42,6.42
12788,589,26.00,6.38,6.38
12789,589,26.00,8.15,8.15
1279,10,26.00,6.81,6.81
12790,589,26.00,3.88,3.88
12791,589,26.00,7.08,7.08
12792,589,26.00,6.50,6.50
12793,589,26.00,6.15,6.15
12794,589,26.00,9.04,9.04
12795,589,26.00,5.73,5.73
12796,589,26.00,7.31,7.31
12797,589,26.00,8.19,8.19
12798,589,26.00,7.65,7.65
12799,589,26.00,7.92,7.92
128,2,26.00,5.12,5.12
1280,10,26.00,4.31,4.31
12800,589,26.00,7.62,7.62
12801,589,26.00,7.04,7.04
12802,589,26.00,6.35,6.35
12803,589,26.00,6.88,6.88
12804,589,26.00,6.69,6.69
12805,589,26.00,6.96,6.96
12806,589,26.00,5.46,5.46
12807,589,26.00,7.69,7.69
12808,589,26.00,7.19,7.19
12809,589,26.00,7.92,7.92
1281,10,26.00,7.27,7.27
12810,589,26.00,7.42,7.42
12811,589,26.00,6.85,6.85
12812,589,26.00,5.00,5.00
12813,589,26.00,6.00,6.00
12814,589,26.00,5.19,5.19
12815,589,26.00,4.96,4.96
12816,589,26.00,7.12,7.12
12817,589,26.00,8.08,8.08
12818,589,26.00,8.23,8.23
12819,589,26.00,5.88,5.88
1282,10,26.00,7.04,7.04
12820,589,26.00,6.00,6.00
12821,589,26.00,5.12,5.12
12822,589,26.00,6.15,6.15
12823,589,26.00,7.38,7.38
12824,589,26.00,7.96,7.96
12825,589,26.00,7.00,7.00
12826,589,26.00,6.92,6.92
12827,589,26.00,4.96,4.96
12828,589,26.00,7.12,7.12
12829,589,26.00,8.15,8.15
1283,10,26.00,8.08,8.08
12830,590,24.00,6.67,6.67
12831,590,24.00,6.33,6.33
12832,590,24.00,4.50,4.50
12833,590,24.00,6.96,6.96
12834,590,24.00,5.92,5.92
12835,590,24.00,6.96,6.96
12836,590,24.00,6.46,6.46
12837,590,24.00,5.96,5.96
12838,590,24.00,7.08,7.08
12839,590,24.00,4.96,4.96
1284,10,26.00,7.00,7.00
12840,590,24.00,7.50,7.50
12841,590,24.00,7.46,7.46
12842,590,24.00,6.17,6.17
12843,590,24.00,6.38,6.38
12844,590,24.00,6.92,6.92
12845,590,24.00,6.88,6.88
12846,590,24.00,8.00,8.00
12847,590,24.00,3.83,3.83
12848,590,24.00,8.17,8.17
12849,590,24.00,6.58,6.58
1285,10,26.00,5.54,5.54
12850,590,24.00,6.29,6.29
12851,590,24.00,8.00,8.00
12852,590,24.00,6.79,6.79
12853,590,24.00,7.88,7.88
12854,590,24.00,7.00,7.00
12855,590,24.00,6.75,6.75
12856,590,24.00,7.71,7.71
12857,590,24.00,6.29,6.29
12858,590,24.00,6.75,6.75
12859,590,24.00,6.88,6.88
1286,10,26.00,6.42,6.42
12860,590,24.00,6.96,6.96
12861,590,24.00,7.96,7.96
12862,590,24.00,4.88,4.88
12863,590,24.00,7.75,7.75
12864,590,24.00,7.21,7.21
12865,590,24.00,7.04,7.04
12866,590,24.00,6.04,6.04
12867,590,24.00,4.67,4.67
12868,590,24.00,6.29,6.29
12869,590,24.00,6.25,6.25
1287,10,26.00,5.46,5.46
12870,590,24.00,5.92,5.92
12871,590,24.00,7.67,7.67
12872,590,24.00,5.08,5.08
12873,590,24.00,7.00,7.00
12874,590,24.00,7.38,7.38
12875,590,24.00,8.00,8.00
12876,590,24.00,6.50,6.50
12877,590,24.00,7.71,7.71
12878,590,24.00,6.58,6.58
12879,590,24.00,8.00,8.00
1288,10,26.00,6.23,6.23
12880,590,24.00,6.21,6.21
12881,590,24.00,4.13,4.13
12882,590,24.00,5.88,5.88
12883,590,24.00,6.92,6.92
12884,590,24.00,6.08,6.08
12885,590,24.00,5.42,5.42
12886,590,24.00,3.63,3.63
12887,590,24.00,7.96,7.96
12888,590,24.00,5.58,5.58
12889,590,24.00,7.58,7.58
1289,10,26.00,6.92,6.92
12890,590,24.00,5.92,5.92
12891,590,24.00,7.04,7.04
12892,590,24.00,6.75,6.75
12893,590,24.00,7.75,7.75
12894,590,24.00,5.83,5.83
12895,590,24.00,7.42,7.42
12896,590,24.00,6.58,6.58
12897,590,24.00,8.75,8.75
12898,590,24.00,4.25,4.25
12899,590,24.00,5.38,5.38
129,2,26.00,6.50,6.50
1290,10,26.00,8.58,8.58
12900,590,24.00,6.42,6.42
12901,590,24.00,7.25,7.25
12902,590,24.00,7.17,7.17
12903,590,24.00,7.79,7.79
12904,590,24.00,6.38,6.38
12905,590,24.00,7.63,7.63
12906,590,24.00,5.21,5.21
12907,590,24.00,6.08,6.08
12908,590,24.00,5.67,5.67
12909,590,24.00,6.21,6.21
1291,10,26.00,7.04,7.04
12910,590,24.00,8.88,8.88
12911,590,24.00,6.79,6.79
12912,590,24.00,7.08,7.08
12913,590,24.00,7.92,7.92
12914,590,24.00,7.96,7.96
12915,590,24.00,7.25,7.25
12916,590,24.00,7.63,7.63
1292,10,26.00,6.58,6.58
1293,10,26.00,7.54,7.54
1294,10,26.00,5.35,5.35
1295,10,26.00,7.85,7.85
1296,10,26.00,6.15,6.15
1297,10,26.00,5.69,5.69
1298,10,26.00,6.58,6.58
1299,10,26.00,4.50,4.50
13,2,26.00,6.88,6.88
130,2,26.00,6.65,6.65
1300,10,26.00,6.88,6.88
1301,10,26.00,7.69,7.69
1302,10,26.00,7.46,7.46
13022,622,3.00,8.00,8.00
13023,622,3.00,10.00,10.00
13025,622,3.00,6.00,6.00
13029,622,3.00,8.00,8.00
1303,10,26.00,7.38,7.38
1304,10,26.00,5.81,5.81
1305,10,26.00,4.54,4.54
1306,10,26.00,6.77,6.77
1307,10,26.00,8.46,8.46
1308,10,26.00,7.46,7.46
1309,10,26.00,7.54,7.54
131,2,26.00,4.35,4.35
1310,10,26.00,8.08,8.08
1311,10,26.00,7.62,7.62
1312,10,26.00,5.73,5.73
1313,10,26.00,5.92,5.92
1314,10,26.00,5.65,5.65
1315,10,26.00,6.85,6.85
1316,10,26.00,8.19,8.19
1317,10,26.00,3.77,3.77
1318,10,26.00,7.27,7.27
1319,10,26.00,5.54,5.54
13196,633,20.00,7.00,7.00
13197,633,20.00,8.40,8.40
13198,633,20.00,6.00,6.00
13199,633,20.00,8.65,8.65
132,2,26.00,6.46,6.46
1320,10,26.00,4.46,4.46
13200,633,20.00,7.95,7.95
13201,633,20.00,4.95,4.95
13202,633,20.00,6.10,6.10
13203,633,20.00,8.80,8.80
13204,633,20.00,5.75,5.75
13205,633,20.00,6.50,6.50
13206,633,20.00,6.60,6.60
13207,633,20.00,6.65,6.65
13208,633,20.00,6.75,6.75
13209,633,20.00,7.80,7.80
1321,10,26.00,6.27,6.27
13210,633,20.00,4.40,4.40
13211,633,20.00,6.45,6.45
13212,633,20.00,5.80,5.80
13213,633,20.00,7.50,7.50
13214,633,20.00,8.00,8.00
13215,633,20.00,6.50,6.50
13216,633,20.00,3.75,3.75
13217,633,20.00,7.15,7.15
13218,633,20.00,8.75,8.75
13219,633,20.00,8.30,8.30
13220,633,20.00,8.20,8.20
13221,633,20.00,8.15,8.15
13222,633,17.00,7.00,7.00
13223,633,20.00,3.90,3.90
13224,633,20.00,6.70,6.70
13225,633,20.00,7.45,7.45
13226,633,20.00,7.60,7.60
13227,633,20.00,4.05,4.05
13228,633,20.00,7.40,7.40
13229,633,20.00,4.40,4.40
1323,10,26.00,4.54,4.54
13230,633,20.00,8.45,8.45
13231,633,20.00,4.95,4.95
13232,633,20.00,7.65,7.65
13233,633,20.00,6.25,6.25
13234,633,20.00,4.65,4.65
13235,633,20.00,4.70,4.70
13236,633,20.00,7.85,7.85
13237,633,20.00,6.40,6.40
13238,633,20.00,4.85,4.85
13239,633,20.00,8.40,8.40
1324,10,26.00,7.38,7.38
13240,633,20.00,7.25,7.25
13241,633,20.00,4.80,4.80
13242,633,20.00,9.00,9.00
13243,633,20.00,7.05,7.05
13244,633,20.00,8.45,8.45
13245,633,20.00,7.45,7.45
13246,633,20.00,8.55,8.55
13247,633,20.00,6.70,6.70
13248,633,20.00,5.80,5.80
13249,633,20.00,6.35,6.35
1325,10,26.00,6.88,6.88
13250,633,20.00,6.35,6.35
13251,633,17.00,7.12,7.12
13252,633,20.00,8.30,8.30
13253,633,20.00,5.65,5.65
13254,633,20.00,6.95,6.95
13255,633,20.00,6.85,6.85
13256,633,20.00,4.45,4.45
13257,633,20.00,8.20,8.20
13258,633,20.00,7.50,7.50
13259,633,20.00,8.55,8.55
1326,10,26.00,7.62,7.62
13260,633,20.00,7.80,7.80
13261,633,20.00,5.20,5.20
13262,633,20.00,3.65,3.65
13263,633,20.00,5.95,5.95
13264,633,20.00,4.95,4.95
13265,634,22.00,7.32,7.32
13266,634,22.00,6.68,6.68
13267,634,22.00,7.27,7.27
13268,634,22.00,7.68,7.68
13269,634,22.00,6.36,6.36
1327,10,26.00,8.23,8.23
13270,634,22.00,8.09,8.09
13271,634,22.00,8.55,8.55
13272,634,22.00,7.09,7.09
13273,634,22.00,7.50,7.50
13274,634,22.00,5.77,5.77
13275,634,22.00,7.14,7.14
13276,634,22.00,7.00,7.00
13277,634,22.00,5.32,5.32
13278,634,22.00,5.86,5.86
13279,634,22.00,7.09,7.09
1328,10,26.00,7.65,7.65
13280,634,22.00,6.82,6.82
13281,634,22.00,5.14,5.14
13282,634,22.00,8.68,8.68
13283,634,22.00,7.00,7.00
13284,634,22.00,6.36,6.36
13285,634,22.00,6.91,6.91
13286,634,22.00,5.86,5.86
13287,634,22.00,7.91,7.91
13288,634,22.00,7.86,7.86
13289,634,22.00,7.32,7.32
1329,10,26.00,6.88,6.88
13290,634,22.00,7.59,7.59
13291,634,22.00,6.77,6.77
13292,634,22.00,7.14,7.14
13293,634,22.00,7.00,7.00
13294,634,22.00,6.09,6.09
13295,634,22.00,5.00,5.00
13296,634,22.00,4.18,4.18
13297,634,22.00,8.82,8.82
13298,634,22.00,6.73,6.73
13299,634,22.00,8.00,8.00
133,2,26.00,7.50,7.50
1330,10,26.00,6.23,6.23
13300,634,22.00,6.32,6.32
13301,634,22.00,7.23,7.23
13302,634,22.00,6.23,6.23
13303,634,22.00,6.14,6.14
13304,634,22.00,4.45,4.45
13305,634,22.00,6.86,6.86
13306,634,22.00,6.73,6.73
13307,634,22.00,5.95,5.95
13308,634,22.00,7.23,7.23
13309,634,22.00,5.95,5.95
1331,10,26.00,6.00,6.00
13310,634,22.00,5.68,5.68
13311,634,22.00,6.36,6.36
13312,634,22.00,5.50,5.50
13313,634,22.00,7.00,7.00
13314,634,22.00,4.68,4.68
13315,634,22.00,7.91,7.91
13316,634,22.00,6.59,6.59
13317,634,22.00,7.18,7.18
13318,634,22.00,6.91,6.91
13319,634,22.00,5.18,5.18
1332,10,26.00,7.50,7.50
13320,634,22.00,7.00,7.00
13321,634,22.00,7.45,7.45
13322,634,22.00,7.32,7.32
13323,634,22.00,8.41,8.41
13324,634,22.00,7.23,7.23
13325,634,22.00,4.50,4.50
13326,634,22.00,7.32,7.32
13327,634,22.00,8.05,8.05
13328,634,22.00,6.23,6.23
13329,634,22.00,8.32,8.32
1333,10,26.00,6.88,6.88
13330,634,22.00,4.55,4.55
13331,634,22.00,6.95,6.95
13332,634,22.00,6.45,6.45
13333,634,22.00,6.14,6.14
13334,634,22.00,4.50,4.50
13335,634,22.00,6.91,6.91
13336,634,22.00,6.91,6.91
13337,634,22.00,6.73,6.73
13338,634,22.00,7.86,7.86
13339,634,22.00,6.68,6.68
1334,10,26.00,7.38,7.38
13340,634,22.00,6.95,6.95
13341,634,22.00,5.95,5.95
13342,634,22.00,7.27,7.27
13343,634,22.00,6.91,6.91
13344,634,22.00,6.64,6.64
13345,634,22.00,4.77,4.77
13346,634,22.00,4.36,4.36
13347,634,22.00,7.05,7.05
13348,634,22.00,6.14,6.14
13349,634,22.00,4.86,4.86
1335,10,26.00,5.04,5.04
13350,634,22.00,4.64,4.64
1336,10,26.00,7.19,7.19
1337,10,26.00,6.23,6.23
1338,10,26.00,5.62,5.62
1339,10,26.00,7.31,7.31
134,2,26.00,6.92,6.92
1340,10,26.00,6.69,6.69
1341,10,26.00,8.38,8.38
1342,10,26.00,8.65,8.65
1343,10,26.00,5.38,5.38
1344,10,26.00,7.35,7.35
1345,10,26.00,8.19,8.19
1346,10,26.00,7.27,7.27
1347,10,26.00,5.50,5.50
1348,10,26.00,5.38,5.38
1349,10,26.00,5.85,5.85
135,2,26.00,8.62,8.62
1350,10,26.00,7.69,7.69
1351,10,26.00,6.00,6.00
1352,10,26.00,7.08,7.08
1353,10,26.00,7.15,7.15
1354,10,26.00,7.23,7.23
1355,10,26.00,8.15,8.15
1356,10,26.00,6.88,6.88
1357,10,26.00,8.58,8.58
13574,641,20.00,8.20,8.20
13575,641,20.00,3.05,3.05
13576,641,20.00,6.40,6.40
13577,641,20.00,7.55,7.55
13578,641,20.00,6.75,6.75
13579,641,20.00,5.55,5.55
1358,10,26.00,5.62,5.62
13580,641,20.00,7.85,7.85
13581,641,20.00,6.55,6.55
13582,641,20.00,5.50,5.50
13583,641,20.00,7.60,7.60
13584,641,20.00,7.80,7.80
13585,641,20.00,6.65,6.65
13586,641,20.00,7.85,7.85
13587,641,20.00,6.30,6.30
13588,641,20.00,6.80,6.80
13589,641,20.00,4.60,4.60
1359,10,26.00,7.92,7.92
13590,641,20.00,6.65,6.65
13591,641,20.00,8.05,8.05
13592,641,20.00,7.10,7.10
13593,641,20.00,7.55,7.55
13594,641,20.00,6.30,6.30
13595,641,20.00,9.05,9.05
13596,641,20.00,8.00,8.00
13597,641,20.00,5.25,5.25
13598,641,20.00,3.40,3.40
13599,641,20.00,6.90,6.90
136,2,26.00,7.62,7.62
1360,10,26.00,8.04,8.04
13600,641,23.00,6.87,6.87
13601,641,20.00,5.55,5.55
13602,641,20.00,6.30,6.30
13603,641,20.00,6.45,6.45
13604,641,20.00,5.95,5.95
13605,641,20.00,4.55,4.55
13606,641,20.00,7.20,7.20
13607,641,20.00,8.00,8.00
13608,641,20.00,6.85,6.85
13609,641,20.00,7.90,7.90
1361,10,26.00,5.27,5.27
13610,641,20.00,5.50,5.50
13611,641,20.00,7.45,7.45
13612,641,20.00,7.25,7.25
13613,641,20.00,7.15,7.15
13614,641,20.00,6.80,6.80
13615,641,20.00,7.50,7.50
13616,641,20.00,6.90,6.90
13617,641,20.00,3.70,3.70
13618,641,20.00,4.20,4.20
13619,641,20.00,7.75,7.75
1362,10,26.00,6.69,6.69
13620,641,20.00,6.45,6.45
13621,641,20.00,5.60,5.60
13622,641,20.00,7.65,7.65
13623,641,20.00,6.60,6.60
13624,641,20.00,6.25,6.25
13625,641,20.00,8.55,8.55
13626,641,20.00,6.25,6.25
13627,641,20.00,5.40,5.40
13628,641,20.00,7.30,7.30
13629,641,23.00,8.26,8.26
1363,10,26.00,5.92,5.92
13630,641,20.00,4.90,4.90
13631,641,20.00,6.30,6.30
13632,641,20.00,5.90,5.90
13633,641,20.00,5.95,5.95
13634,641,20.00,7.65,7.65
13635,641,20.00,8.30,8.30
13636,641,20.00,8.50,8.50
13637,641,20.00,8.15,8.15
13638,641,20.00,3.05,3.05
13639,641,20.00,7.35,7.35
1364,10,26.00,9.00,9.00
13640,641,20.00,6.50,6.50
13641,641,20.00,7.65,7.65
13642,641,20.00,6.65,6.65
13643,642,19.00,8.16,8.16
13644,642,19.00,4.63,4.63
13645,642,19.00,7.42,7.42
13646,642,19.00,3.11,3.11
13647,642,19.00,6.26,6.26
13648,642,19.00,5.21,5.21
13649,642,19.00,6.95,6.95
1365,10,26.00,6.65,6.65
13650,642,19.00,5.16,5.16
13651,642,19.00,4.89,4.89
13652,642,19.00,6.47,6.47
13653,642,19.00,9.16,9.16
13654,642,19.00,5.58,5.58
13655,642,19.00,8.21,8.21
13656,642,19.00,6.42,6.42
13657,642,19.00,6.42,6.42
13658,642,19.00,8.00,8.00
13659,642,19.00,2.32,2.32
1366,10,26.00,8.23,8.23
13660,642,19.00,7.00,7.00
13661,642,19.00,6.95,6.95
13662,642,19.00,7.00,7.00
13663,642,19.00,5.58,5.58
13664,642,19.00,6.11,6.11
13665,642,19.00,7.11,7.11
13666,642,19.00,6.89,6.89
13667,642,19.00,7.32,7.32
13668,642,19.00,5.00,5.00
13669,642,19.00,8.16,8.16
1367,10,26.00,6.77,6.77
13670,642,19.00,8.00,8.00
13671,642,19.00,8.37,8.37
13672,642,19.00,7.32,7.32
13673,642,19.00,7.95,7.95
13674,642,19.00,4.26,4.26
13675,642,19.00,6.95,6.95
13676,642,19.00,8.05,8.05
13677,642,19.00,9.11,9.11
13678,642,19.00,4.79,4.79
13679,642,19.00,8.11,8.11
1368,10,26.00,6.15,6.15
13680,642,19.00,6.32,6.32
13681,642,19.00,7.42,7.42
13682,642,19.00,8.32,8.32
13683,642,19.00,6.74,6.74
13684,642,19.00,4.26,4.26
13685,642,19.00,5.63,5.63
13686,642,19.00,6.74,6.74
13687,642,19.00,8.26,8.26
13688,642,19.00,6.74,6.74
13689,642,19.00,6.63,6.63
1369,10,26.00,5.19,5.19
13690,642,19.00,8.42,8.42
13691,642,19.00,6.74,6.74
13692,642,19.00,7.32,7.32
13693,642,19.00,5.68,5.68
13694,642,19.00,6.16,6.16
13695,642,19.00,8.42,8.42
13696,642,19.00,7.37,7.37
13697,642,19.00,6.32,6.32
13698,642,19.00,6.53,6.53
13699,642,19.00,8.32,8.32
137,2,26.00,4.58,4.58
1370,10,26.00,6.00,6.00
13700,642,19.00,7.47,7.47
13701,642,19.00,7.00,7.00
13702,642,19.00,8.84,8.84
13703,642,19.00,3.47,3.47
13704,642,19.00,6.79,6.79
13705,642,19.00,8.32,8.32
13706,642,19.00,7.47,7.47
13707,642,19.00,8.21,8.21
13708,642,19.00,6.42,6.42
13709,642,19.00,6.74,6.74
1371,10,26.00,6.46,6.46
13710,642,19.00,5.58,5.58
13711,642,19.00,8.58,8.58
13712,642,19.00,8.42,8.42
13713,642,19.00,6.89,6.89
13714,642,19.00,6.95,6.95
13715,642,19.00,6.11,6.11
13716,642,19.00,6.58,6.58
13717,642,19.00,4.05,4.05
13718,642,19.00,6.16,6.16
13719,642,19.00,8.74,8.74
1372,10,26.00,8.42,8.42
13720,642,19.00,7.16,7.16
13721,642,19.00,6.63,6.63
13722,642,19.00,7.74,7.74
13723,642,19.00,8.16,8.16
13724,642,19.00,7.32,7.32
13725,642,19.00,7.00,7.00
13726,642,19.00,7.63,7.63
13727,642,19.00,7.32,7.32
13728,642,19.00,5.68,5.68
1373,10,26.00,5.58,5.58
1374,10,26.00,5.92,5.92
1375,10,26.00,6.00,6.00
1376,10,26.00,3.46,3.46
1377,10,26.00,7.08,7.08
1378,10,26.00,7.00,7.00
1379,10,26.00,6.62,6.62
138,2,26.00,6.58,6.58
1380,10,26.00,4.92,4.92
1381,10,26.00,6.77,6.77
1382,10,26.00,7.62,7.62
1383,10,26.00,8.35,8.35
1384,10,26.00,3.62,3.62
1385,10,26.00,7.62,7.62
1386,10,26.00,5.38,5.38
1387,10,26.00,7.77,7.77
1388,10,26.00,8.12,8.12
1389,10,26.00,4.88,4.88
139,2,26.00,7.77,7.77
1390,10,26.00,3.00,3.00
1391,10,26.00,6.31,6.31
1392,10,26.00,7.31,7.31
1394,10,26.00,8.58,8.58
1395,10,26.00,6.69,6.69
1396,10,26.00,5.73,5.73
1397,10,26.00,5.19,5.19
1398,10,26.00,4.38,4.38
1399,10,26.00,3.92,3.92
14,2,26.00,7.00,7.00
140,2,26.00,6.38,6.38
1400,10,26.00,6.42,6.42
1401,10,26.00,6.65,6.65
1402,10,26.00,5.23,5.23
1403,10,26.00,7.50,7.50
1404,10,26.00,8.00,8.00
1405,10,26.00,6.12,6.12
1406,10,26.00,7.00,7.00
1407,10,26.00,6.08,6.08
1408,10,26.00,7.62,7.62
1409,10,26.00,8.35,8.35
141,2,26.00,8.19,8.19
1410,10,26.00,7.50,7.50
1411,10,26.00,5.54,5.54
1412,10,26.00,4.77,4.77
1413,10,26.00,6.69,6.69
1414,10,26.00,6.38,6.38
1415,10,26.00,7.65,7.65
1416,10,26.00,7.15,7.15
1417,10,26.00,8.08,8.08
1418,10,26.00,5.69,5.69
1419,10,26.00,7.85,7.85
142,2,26.00,7.31,7.31
1420,10,26.00,7.04,7.04
1421,10,26.00,6.35,6.35
1422,10,26.00,4.88,4.88
1423,10,26.00,6.50,6.50
1424,10,26.00,7.46,7.46
1425,10,26.00,6.31,6.31
1426,10,26.00,4.73,4.73
1427,10,26.00,7.23,7.23
1428,10,26.00,2.62,2.62
1429,10,26.00,8.23,8.23
143,2,26.00,4.38,4.38
1430,10,26.00,8.08,8.08
1431,10,26.00,6.62,6.62
1432,10,26.00,4.69,4.69
1433,10,26.00,7.08,7.08
1434,10,26.00,3.12,3.12
1435,10,26.00,8.00,8.00
1436,10,26.00,7.92,7.92
1437,10,26.00,7.27,7.27
1438,10,26.00,5.62,5.62
1439,10,26.00,6.81,6.81
144,2,26.00,7.73,7.73
1440,10,26.00,8.00,8.00
1441,10,26.00,6.35,6.35
1442,10,26.00,5.77,5.77
1443,10,26.00,7.04,7.04
1444,10,26.00,5.42,5.42
1445,10,26.00,7.04,7.04
1446,10,26.00,7.08,7.08
1447,10,26.00,6.35,6.35
1448,10,26.00,6.15,6.15
1449,10,26.00,5.69,5.69
145,2,26.00,6.58,6.58
1450,10,26.00,6.00,6.00
1452,10,26.00,7.85,7.85
1453,10,26.00,5.81,5.81
1454,10,26.00,7.50,7.50
1455,10,26.00,5.27,5.27
1456,10,26.00,7.00,7.00
1457,10,26.00,5.08,5.08
1458,10,26.00,6.15,6.15
1459,10,26.00,7.04,7.04
146,2,26.00,7.50,7.50
1460,10,26.00,6.08,6.08
1461,10,26.00,6.00,6.00
1462,10,26.00,8.19,8.19
1463,10,26.00,5.73,5.73
1464,10,26.00,7.00,7.00
1465,10,26.00,7.15,7.15
1466,10,26.00,4.65,4.65
1467,10,26.00,7.69,7.69
1468,10,26.00,7.92,7.92
1469,12,26.00,5.62,5.62
147,2,26.00,6.27,6.27
1470,12,26.00,6.96,6.96
1471,12,26.00,3.46,3.46
1472,12,26.00,7.42,7.42
1473,12,26.00,6.35,6.35
1474,12,26.00,6.31,6.31
1475,12,26.00,7.58,7.58
1476,12,26.00,6.46,6.46
1477,12,26.00,8.19,8.19
1478,12,26.00,8.31,8.31
1479,12,26.00,4.31,4.31
148,2,26.00,7.69,7.69
1480,12,26.00,6.81,6.81
1481,12,26.00,6.85,6.85
1482,12,26.00,7.27,7.27
1483,12,26.00,5.38,5.38
1484,12,26.00,6.69,6.69
1485,12,26.00,4.31,4.31
1486,12,26.00,6.65,6.65
1487,12,26.00,5.00,5.00
1488,12,26.00,8.85,8.85
1489,12,26.00,4.77,4.77
149,2,26.00,3.54,3.54
1490,12,26.00,7.54,7.54
1491,12,26.00,7.00,7.00
1492,12,26.00,7.50,7.50
1493,12,26.00,5.35,5.35
14937,670,24.00,4.13,4.13
14938,670,24.00,6.63,6.63
14939,670,24.00,5.25,5.25
1494,12,26.00,6.92,6.92
14940,670,24.00,4.13,4.13
14941,670,24.00,5.96,5.96
14942,670,24.00,4.96,4.96
14943,670,24.00,5.00,5.00
14944,670,24.00,3.08,3.08
14945,670,24.00,4.75,4.75
14946,670,24.00,5.67,5.67
14947,670,24.00,3.75,3.75
14948,670,24.00,5.08,5.08
14949,670,24.00,3.75,3.75
1495,12,26.00,6.54,6.54
14950,670,24.00,4.92,4.92
14951,670,24.00,5.25,5.25
14952,670,24.00,3.71,3.71
14953,670,24.00,3.04,3.04
14954,670,24.00,3.79,3.79
14955,670,24.00,5.00,5.00
14956,670,24.00,5.13,5.13
14957,670,24.00,6.21,6.21
14958,670,24.00,5.92,5.92
14959,670,24.00,5.17,5.17
1496,12,26.00,5.77,5.77
14960,670,24.00,4.42,4.42
14961,670,24.00,6.75,6.75
14962,670,24.00,6.50,6.50
14963,670,24.00,6.21,6.21
14964,670,24.00,4.92,4.92
14965,670,24.00,4.50,4.50
14966,670,24.00,5.46,5.46
14967,670,24.00,4.25,4.25
14968,670,24.00,6.00,6.00
14969,670,24.00,5.29,5.29
1497,12,26.00,5.08,5.08
14970,670,24.00,5.33,5.33
14971,670,24.00,4.67,4.67
14972,670,24.00,6.17,6.17
14973,670,24.00,6.63,6.63
14974,670,24.00,5.96,5.96
14975,670,24.00,5.50,5.50
14976,670,24.00,4.13,4.13
14977,670,24.00,6.21,6.21
14978,670,24.00,4.67,4.67
14979,670,24.00,4.25,4.25
1498,12,26.00,5.54,5.54
14980,670,24.00,4.88,4.88
14981,670,24.00,5.96,5.96
14982,670,24.00,4.67,4.67
14983,670,24.00,5.67,5.67
14984,670,24.00,5.58,5.58
14985,670,24.00,4.58,4.58
14986,670,24.00,5.29,5.29
14987,670,24.00,6.38,6.38
14988,670,24.00,3.58,3.58
14989,670,21.00,3.33,3.33
1499,12,26.00,6.38,6.38
14990,670,24.00,3.96,3.96
14991,670,24.00,4.75,4.75
14992,670,24.00,5.17,5.17
14993,670,24.00,4.71,4.71
14994,670,24.00,3.75,3.75
14995,670,24.00,4.63,4.63
14996,670,24.00,4.50,4.50
14997,670,24.00,4.88,4.88
14998,670,24.00,6.00,6.00
14999,670,24.00,5.17,5.17
15,2,26.00,6.19,6.19
150,2,26.00,8.35,8.35
1500,12,26.00,4.85,4.85
15000,670,24.00,5.46,5.46
15001,670,24.00,5.50,5.50
15002,670,24.00,5.83,5.83
15003,670,24.00,2.63,2.63
15004,670,24.00,5.88,5.88
15005,670,24.00,6.96,6.96
15006,670,24.00,4.71,4.71
15007,670,24.00,3.54,3.54
15008,670,24.00,4.92,4.92
15009,670,24.00,5.46,5.46
1501,12,26.00,6.23,6.23
15010,670,24.00,4.50,4.50
15011,670,24.00,6.04,6.04
15012,670,24.00,5.75,5.75
15013,670,24.00,7.42,7.42
15014,670,24.00,4.79,4.79
15015,670,24.00,4.92,4.92
15016,670,24.00,6.29,6.29
15017,670,24.00,5.42,5.42
15018,670,24.00,5.58,5.58
15019,670,24.00,4.50,4.50
1502,12,26.00,5.35,5.35
15020,670,24.00,4.54,4.54
15021,670,24.00,7.17,7.17
15022,670,24.00,6.63,6.63
15023,670,24.00,5.96,5.96
15024,670,24.00,4.38,4.38
15025,670,24.00,4.96,4.96
15026,670,24.00,5.17,5.17
15027,671,23.00,4.65,4.65
15028,671,23.00,4.57,4.57
15029,671,23.00,6.43,6.43
1503,12,26.00,6.50,6.50
15030,671,23.00,5.39,5.39
15031,671,23.00,5.91,5.91
