"id","AYear","ASem","BYear","BSem","Dept","Regulation","Mode","SubId","SubCode","SubName","Credits","OfferedBy","Type","Category","DistributionRatio","Distribution","DistributionNames","PromoteThreshold","RegEventId"
"474",2018,1,4,1,6,"1","R","727","EC402","Microwave Engineering",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","218"
"475",2018,1,4,1,6,"1","R","728","EC411","Modern Radio Communications",3,6,"THEORY","DEC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","218"
"476",2018,1,4,1,6,"1","R","729","EC414","Image Processing",3,6,"THEORY","DEC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","218"
"477",2018,1,4,1,6,"1","R","731","EC420","Low Power VLSI",3,6,"THEORY","DEC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","218"
"478",2018,1,4,1,6,"1","R","732","EC403","Electronic Instrumentation and DSP Lab",2,6,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","218"
"479",2018,1,4,1,6,"1","R","733","EC449","Project Work Part - A",2,6,"OTHER","PRC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","218"
"489",2018,1,4,1,5,"1","R","748","CS440","Management Information Systems",3,4,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","217"
"490",2018,1,4,1,6,"1","R","749","CS440","Management Information Systems",3,4,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","218"
"493",2018,1,4,1,5,"1","R","754","EC440","Electronic Measurement and Instrumentation",3,6,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","217"
"497",2018,1,4,1,6,"1","R","760","HS440","Corporate Communication",3,12,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","218"
"505",2018,1,4,1,5,"1","R","772","ME440","Alternative Sources of Energy",3,7,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","217"
"509",2018,1,4,1,5,"1","R","778","SM440","Human Resource Management",3,12,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","217"
"512",2018,1,4,1,5,"1","R","782","ME435","Industrial Management",3,7,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","217"
"514",2018,1,1,1,9,"3","R","785","CE101","Engineering Mechanics",3,3,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","223"
"515",2018,1,1,1,9,"3","R","786","CY101","Chemistry-Theory",3,11,"THEORY","BSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","223"
"516",2018,1,1,1,9,"3","R","787","EE101","Basic Electrical Engineering",3,5,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","223"
"517",2018,1,1,1,10,"3","R","788","MA101","Mathematics - I",3,11,"THEORY","BSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","224"
"518",2018,1,1,1,9,"3","R","790","CY102","Chemistry-Lab",2,11,"LAB","BSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","223"
"519",2018,1,1,1,9,"3","R","791","ME103","Workshop Practice",2,7,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","223"
"520",2018,1,1,1,10,"3","R","792","EA101","EAA: Games and Sports",0,12,"OTHER","MDC","1","100+100+100+100","M1+MD+M2+E","0+0+0+30","224"
"521",2018,1,1,1,10,"3","R","793","CS101","Problem Solving and Computer Programming",3,4,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","224"
"522",2018,1,1,1,10,"3","R","795","HS101","English for Technical Communication",3,12,"THEORY","HSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","224"
"523",2018,1,1,1,10,"3","R","796","PH101","Engineering Physics",3,11,"THEORY","BSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","224"
"524",2018,1,1,1,10,"3","R","797","BT101","Engineering Biology",2,1,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","224"
"525",2018,1,1,1,10,"3","R","798","CE102","Environmental Science and Engineering",2,3,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","224"
"526",2018,1,1,1,10,"3","R","800","PH102","Physics Lab",2,11,"LAB","BSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","224"
"527",2018,1,1,1,9,"3","R","801","MA101","Mathematics - I",3,11,"THEORY","BSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","223"
"528",2018,1,1,1,9,"3","R","802","EA101","EAA: Games and Sports",0,12,"OTHER","MDC","1","100+100+100+100","M1+MD+M2+E","0+0+0+30","223"
"556",2018,1,3,1,6,"1","R","685","SM335","Engineering Economics and Accountancy",3,12,"THEORY","HSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","194"
"572",2018,2,2,2,5,"2","R","835","EE251","Circuit Theory - II",4,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","177"
"573",2018,2,2,2,5,"2","R","836","EC285","Digital Electronics",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","177"
"574",2018,2,2,2,5,"2","R","838","EE253","Power Systems - I",3,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","177"
"575",2018,2,2,2,5,"2","R","839","MA251","Mathematics - IV",3,11,"THEORY","BSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","177"
"576",2018,2,2,2,5,"2","R","840","EC286","IC Application Lab",2,6,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","177"
"577",2018,2,2,2,5,"2","R","841","EE254","Electric Circuits Lab",2,5,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","177"
"578",2018,2,2,2,6,"2","R","843","EC252","Electronic Devices and Circuits - II",4,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","178"
"579",2018,2,2,2,6,"2","R","844","EC251","Digital System Design - II",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","178"
"580",2018,2,2,2,6,"2","R","845","EC253","Probability Theory and Stochastic Processe",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","178"
"581",2018,2,2,2,6,"2","R","846","EC254","Control Systems Engineering",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","178"
"582",2018,2,2,2,6,"2","R","848","SM224","Macro Economics and Accountancy",3,12,"THEORY","HSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","178"
"583",2018,2,2,2,6,"2","R","849","EC256","Electronic Devices and Circuits - II Lab",2,6,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","178"
"584",2018,2,2,2,6,"2","R","850","EC257","Digital System Design Lab",2,6,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","178"
"602",2018,2,3,2,5,"1","R","919","CS390","Object Oriented Programming",3,4,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","201"
"603",2018,2,3,2,5,"1","R","920","EC391","Micro Processor Systems",3,6,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","201"
"604",2018,2,3,2,5,"1","R","921","HS390","Soft Skills",3,12,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","201"
"605",2018,2,3,2,5,"1","R","922","MA390","Numerical Solution of Differential Equations",3,11,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","201"
"606",2018,2,3,2,5,"1","R","924","SM390","Marketing Mangement",3,12,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","201"
"607",2018,2,3,2,6,"1","R","932","EC362","CMOS VLSI Design",3,6,"THEORY","DEC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","202"
"655",2018,2,3,2,5,"1","R","916","EE352","Power Electronics",4,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","201"
"656",2018,2,3,2,5,"1","R","917","EE353","Power System Protection",4,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","201"
"657",2018,2,3,2,5,"1","R","918","EE354","Electrical Machines - III",4,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","201"
"658",2018,2,3,2,5,"1","R","925","EE355","Control Systems Lab",2,5,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","201"
"659",2018,2,3,2,6,"1","R","927","EC353","Microprocessors and Microcontrollers",4,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","202"
"660",2018,2,3,2,6,"1","R","928","EC354","Computer Networks",4,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","202"
"661",2018,2,3,2,6,"1","R","929","CS390","Object Oriented Programming",3,4,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","202"
"662",2018,2,3,2,6,"1","R","930","EC351","Digital Communications",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","202"
"663",2018,2,3,2,6,"1","R","933","EE390","Linear Control Systems",3,5,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","202"
"664",2018,2,3,2,6,"1","R","935","MA390","Numerical Solution of Differential Equations",3,11,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","202"
"665",2018,2,3,2,6,"1","R","936","SM390","Marketing Mangement",3,12,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","202"
"666",2018,2,3,2,6,"1","R","937","EC355","Communication Systems Lab",2,6,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+12","202"
"685",2018,2,4,2,5,"1","R","988","EE499","Project Work Part - B",4,5,"OTHER","PRC","1","100+100+100+100","M1+MD+M2+E","0+0+0+30","209"
"686",2018,2,4,2,5,"1","R","990","EE465","Power Quality",3,5,"THEORY","DEC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","209"
"687",2018,2,4,2,5,"1","R","992","EE468","Renewable Energy Systems",3,5,"THEORY","DEC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","209"
"688",2018,2,4,2,5,"1","R","993","EE469","Smart Electric Grid",3,5,"THEORY","DEC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","209"
"689",2018,2,4,2,5,"1","R","994","EE451","Power Systems Lab",2,5,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","209"
"690",2018,2,4,2,5,"1","R","995","EE452","Power Electronics and Drives Lab",2,5,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","209"
"692",2018,2,4,2,5,"1","R","989","EE464","Planning and Entrepreneurial Venture",3,5,"THEORY","DEC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","209"
"695",2018,2,4,2,6,"1","R","997","EC451","Optical Fiber Communication",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","210"
"696",2018,2,4,2,6,"1","R","998","EC461","Cellular and Mobile Communications",3,6,"THEORY","DEC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","210"
"697",2018,2,4,2,6,"1","R","999","EC463","FPGA Design",3,6,"THEORY","DEC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","210"
"698",2018,2,4,2,6,"1","R","1000","ME435","Industrial management",3,7,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","210"
"699",2018,2,4,2,6,"1","R","1002","EC491","Seminar",1,6,"OTHER","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+30","210"
"707",2018,2,1,2,9,"3","R","1016","CS101","Problem Solving and Computer Programming",3,4,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","225"
"708",2018,2,1,2,9,"3","R","1017","EC101","Basic Electronics Engineering",3,6,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","225"
"709",2018,2,1,2,9,"3","R","1018","HS101","English for Technical Communication",3,12,"THEORY","HSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","225"
"710",2018,2,1,2,9,"3","R","1019","MA151","Mathematics - II",3,11,"THEORY","BSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","225"
"711",2018,2,1,2,9,"3","R","1021","BT101","Engineering Biology",2,1,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","225"
"712",2018,2,1,2,9,"3","R","1022","CE102","Environmental Science and Engineering",2,3,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","225"
"713",2018,2,1,2,9,"3","R","1023","CS102","Problem Solving and Computer Programming Lab",2,4,"LAB","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","225"
"714",2018,2,1,2,9,"3","R","1024","PH102","Physics Lab",2,11,"LAB","BSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","225"
"715",2018,2,1,2,10,"3","R","1026","ME102","Engineering Graphics",4,7,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","226"
"716",2018,2,1,2,10,"3","R","1027","CE101","Engineering Mechanics",3,3,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","226"
"717",2018,2,1,2,10,"3","R","1028","CY101","Chemistry-Theory",3,11,"THEORY","BSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","226"
"718",2018,2,1,2,10,"3","R","1029","EE101","Basic Electrical Engineering",3,5,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","226"
"719",2018,2,1,2,10,"3","R","1031","ME101","Basic Mechanical Engineering",3,7,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","226"
"720",2018,2,1,2,10,"3","R","1032","CY102","Chemistry-Lab",2,11,"LAB","BSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","226"
"721",2018,2,1,2,10,"3","R","1033","ME103","Workshop Practice",2,7,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","226"
"722",2018,2,1,2,10,"3","R","1034","EA151","EAA: Games and Sports",0,12,"OTHER","MDC","1","100+100+100+100","M1+MD+M2+E","0+0+0+35","226"
"731",2015,1,1,1,10,"1","R","3","CS102","Problem Solving and Computer Programming Lab",2,4,"LAB","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","2"
"732",2015,1,1,1,9,"1","R","16","ME101","Basic Mechanical Engineering",3,7,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","1"
"733",2015,2,1,2,10,"1","R","29","CY101","Chemistry",4,11,"THEORY","BSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","4"
"734",2016,1,1,1,9,"1","R","42","MA101","Mathematics - I",4,11,"THEORY","BSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","9"
"735",2016,2,1,2,10,"1","R","69","EE101","Basic Electrical Engineering",3,5,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","12"
"740",2016,2,2,2,5,"1","R","147","EC291","ICApplications Lab",2,6,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","33"
"741",2016,2,2,2,5,"1","R","149","EE252","Electrical Machines - I",4,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","33"
"742",2016,2,2,2,5,"1","R","150","EE253","Power Systems",4,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","33"
"743",2016,2,2,2,5,"1","R","152","MA251","Mathematics - IV",4,11,"THEORY","BSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","33"
"744",2016,1,2,1,6,"1","R","153","EC201","Electronic Devices and Circuits - I",4,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","26"
"745",2016,1,2,1,6,"1","R","154","EC202","Networks and Transmission Lines",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","26"
"746",2016,1,2,1,6,"1","R","155","EC203","Digital System Design - I",4,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","26"
"747",2016,1,2,1,6,"1","R","157","EC205","Electronic Devices and Circuits - I Lab",2,6,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","26"
"748",2016,1,2,1,6,"1","R","158","EC206","Electronic Design Automation Lab",2,6,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","26"
"749",2016,1,2,1,6,"1","R","159","EE236","Network Analysis",3,5,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","26"
"750",2016,2,2,2,6,"1","R","161","CS235","Data structures",3,4,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","34"
"752",2017,1,1,1,9,"2","R","213","CY101","Chemistry-Theory",3,11,"THEORY","BSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","66"
"754",2017,2,1,2,10,"2","R","251","CY102","Chemistry Lab",2,11,"LAB","BSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","83"
"755",2017,2,1,2,9,"2","R","264","ME101","Basic Mechanical Engineering",3,7,"THEORY","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","84"
"756",2017,1,2,1,5,"1","R","288","EC236","Analog Electronics Lab",2,6,"LAB","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","71"
"771",2017,2,2,2,5,"1","R","393","EE252","Electrical Machines - I",4,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","97"
"773",2017,1,3,1,6,"1","R","435","EC304","Antennas and Wave propagation",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","80"
"786",2017,2,3,2,5,"1","R","509","EE351","Power System Operations and Control",4,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","105"
"790",2018,1,3,1,6,"1","R","665","EC304","Antennas and Wave propagation",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","194"
"791",2018,1,3,1,6,"1","R","667","EC306","Pulse Circuits Lab",2,6,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","194"
"797",2018,2,3,2,6,"1","R","934","HS390","Soft Skills",3,12,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+15","202"
"877",2019,1,2,1,5,"3","R","1140","EC236","Analog Electronics Lab",2,6,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","492"
"878",2019,1,2,1,5,"3","R","1141","EC235","Analog Electronics",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","492"
"879",2019,1,2,1,5,"3","R","1142","EE201","Circuit Theory-I",3,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","492"
"880",2019,1,2,1,5,"3","R","1143","EE202","Electric & Magnetic Fields",3,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","492"
"881",2019,2,2,2,5,"3","R","1145","MA251","Mathematics-IV",3,11,"THEORY","BSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","500"
"882",2019,2,2,2,5,"3","R","1146","EC286","IC Application Lab",2,6,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","500"
"883",2019,2,2,2,5,"3","R","1147","EE254","Electrical Circuits Lab",2,5,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","500"
"884",2019,2,2,2,5,"3","R","1148","EE255","Electrical Mesurements and Instrumentation Lab",2,5,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","500"
"885",2019,2,2,2,5,"3","R","1150","EE252","Electrical Machines - I",3,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","500"
"886",2019,2,2,2,5,"3","R","1151","EE253","Power Systems - I",3,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","500"
"887",2019,2,2,2,5,"3","R","1152","EE251","Circuit Theory -II",4,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","500"
"888",2019,1,2,1,6,"3","R","1153","MA213","Complex Variables and Special functions",3,11,"THEORY","BSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","493"
"889",2019,1,2,1,6,"3","R","1155","EC204","Electronic Devices and Circuits -I Lab",2,6,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","493"
"890",2019,1,2,1,6,"3","R","1156","EC201","Digital System Design - I",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","493"
"891",2019,1,2,1,6,"3","R","1157","EC202","Signals and Systems",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","493"
"892",2019,1,2,1,6,"3","R","1158","EE236","Network Analysis",3,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","493"
"893",2019,1,2,1,6,"3","R","1160","CS236","Data Structures Lab",2,4,"LAB","ESC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","493"
"894",2019,2,2,2,6,"3","R","1161","SM224","Macro Economics and Accountancy",3,12,"THEORY","HSC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","501"
"895",2019,2,2,2,6,"3","R","1162","EC256","Electronic Devices and Circuits - II Lab",2,6,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","501"
"896",2019,2,2,2,6,"3","R","1163","EC257","Digital System Design 
Lab",2,6,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","501"
"897",2019,2,2,2,6,"3","R","1165","EC253","Probability Theory and Stochastic Processes
",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","501"
"898",2019,2,2,2,6,"3","R","1166","EC254","Control Systems Engineering",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","501"
"899",2019,2,2,2,6,"3","R","1167","EC255","Transmission lines & Electromagnetic Waves",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","501"
"900",2019,2,2,2,6,"3","R","1168","EC252","Electronic Devices and Circuits - II
",4,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","501"
"988",2019,1,3,1,5,"2","R","1278","EP349","EPICS",2,12,"OTHER","EPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+35","581"
"989",2019,1,3,1,5,"2","R","1280","EE305","Electrical Machines-I Lab",2,5,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","581"
"990",2019,1,3,1,5,"2","R","1281","EE306","Electrical Simulation  Lab",2,5,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","581"
"991",2019,1,3,1,5,"2","R","1282","EE302","Electrical Machines-II",3,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","581"
"992",2019,1,3,1,5,"2","R","1283","EE303","Power Systems-II",3,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","581"
"993",2019,1,3,1,5,"2","R","1285","EE301","Control Systems",4,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","581"
"994",2019,1,3,1,5,"2","R","1286","EE313","Utilization of Electrical Energy",3,5,"THEORY","DEC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","581"
"995",2019,2,3,2,5,"2","R","1287","EP399","EPICS",2,12,"OTHER","EPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","589"
"996",2019,2,3,2,5,"2","R","1288","EE341","Seminar",1,5,"OTHER","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","589"
"997",2019,2,3,2,5,"2","R","1290","EE353","Power System Protection",3,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","589"
"998",2019,2,3,2,5,"2","R","1291","EE354","Electrical Machines - III",3,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","589"
"999",2019,2,3,2,5,"2","R","1292","EE355","Digital Signal Processing",3,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","589"
"1000",2019,2,3,2,5,"2","R","1293","EE351","Power System Operation and Control",4,5,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","589"
"1002",2019,2,3,2,6,"2","R","1297","EC357","Communication Systems Lab",2,6,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","590"
"1003",2019,2,3,2,6,"2","R","1298","EC358","Data Networks Lab",2,6,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","590"
"1004",2019,2,3,2,6,"2","R","1299","EC351","Data Networks",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","590"
"1005",2019,2,3,2,6,"2","R","1300","EC352","Digital Signal Processing",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","590"
"1006",2019,2,3,2,6,"2","R","1302","EC354","Information Theory & Coding",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","590"
"1007",2019,2,3,2,6,"2","R","1303","EC3561","Digital Switching & Multiplexing",3,6,"THEORY","DEC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","590"
"1008",2019,2,3,2,6,"2","R","1304","EC3562","Low Power VLSI ",3,6,"THEORY","DEC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","590"
"1036",2019,1,3,1,6,"2","R","1339","EC307","Microcontrollers Lab",2,6,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","582"
"1037",2019,1,3,1,6,"2","R","1340","EC308","IC Applications Lab",2,6,"LAB","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+14","582"
"1038",2019,1,3,1,6,"2","R","1342","EC302","Analog & Digital Communications",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","582"
"1039",2019,1,3,1,6,"2","R","1343","EC303","CMOS VLSI Design",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","582"
"1040",2019,1,3,1,6,"2","R","1344","EC304","Antennas & propagation",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","582"
"1041",2019,1,3,1,6,"2","R","1345","EC306","Microcontrollers",3,6,"THEORY","PCC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","582"
"1042",2019,1,3,1,6,"2","R","1347","EC305","Computer Architectures",3,6,"THEORY","DEC","1","100+100+100+100","M1+MD+M2+E","0+0+0+17.5","582"
"1065",2019,2,3,2,5,"2","R","1375","BT390","Green Technology",3,1,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","589"
"1066",2019,2,3,2,5,"2","R","1377","EC390","Communication Systems",3,6,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","589"
"1067",2019,2,3,2,5,"2","R","1378","HS390","Soft Skills",3,12,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","589"
"1068",2019,2,3,2,5,"2","R","1379","MA390","Numerical Solution of Differential Equations",3,11,"THEORY","OPC","1","100+100+100+100","M1+MD+M2+E","0+0+0+0","589"
